id,category,sub_category,material,color,occasion,brand,title,,fit,sleeve_length,neck,waist_rise,closure,print_or_pattern_type,shape,length,collar,preprocessed_product_details
107081,women,playsuit,polyester,black,"Summer events, Casual outings",berrylush,jumpsuit,,,,vneck,,concealed zip,,,,,black solid playsuit has vneck long sleeves na pockets
107082,women,playsuit,polyester,yellow,"Summer events, Casual outings",berrylush,jumpsuit,,,short sleeves,vneck,,,,,,,yellow solid playsuit has vneck short sleeves na pockets
107083,women,playsuit,polyester,yellow,"Summer events, Casual outings",berrylush,offshoulder jumpsuit,,,sleeveless,offshoulder,,,,,,,yellow solid playsuit has offshoulder sleeveless na pockets
107084,women,playsuit,polyester,pink,"Summer events, Casual outings",berrylush,oneshoulder puff sleeves playsuit,,,long sleeves,one shoulder,,concealed zip,,,,,pink solid playsuit waist tieups has one shoulder long sleeves
107085,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,pink floral printed vneck flared sleeves playsuit with belt,,,,vneck,,button,,,,,pink white green floral printed playsuit has vneck short flared sleeves button closure comes belt
107086,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,printed jumpsuit,,,,one shoulder,,,,,,,red white printed playsuit waist tieups has one shoulder short sleeves na pockets
107087,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,printed jumpsuit,,,short sleeves,square neck,,concealed zip,,,,,red green printed playsuit has square neck short sleeves na pockets
107088,women,playsuit,polyester,green,"Summer events, Casual outings",berrylush,printed jumpsuit,,,,vneck,,button,,,,,green printed playsuit waist tieups has vneck short sleeves na pockets
107089,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,shoulder straps sleeveless layered playsuit,,,sleeveless,shoulder straps,,concealed zip,,,,,green solid playsuit layered has shoulder straps sleeveless
107090,women,playsuit,cotton,white,"Summer events, Casual outings",berrylush,striped cotton playsuit,,,sleeveless,vneck,,,,,,,yellow white striped playsuit has vneck sleeveless
107091,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,vneck gathered playsuit,,,three-quarter sleeves,vneck,,button,,,,,black solid playsuit gathered detail has vneck threequarter sleeves
107092,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,white  purple floral printed layered playsuit,,,sleeveless,shoulder straps,,,,,,,white purple printed playsuit layered has shoulder straps sleeveless
107093,women,playsuit,polyester,white,"Summer events, Casual outings",berrylush,white vneck flared ruffled playsuit,,,short sleeves,vneck,,,,,,,white solid playsuit waist tieups has vneck short sleeves
107094,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,with layered jumpsuit,,,,shoulder straps,,concealed zip,,,,,yellow solid playsuit layered has shoulder straps sleeveless na pockets
107095,women,playsuit,polyester,green,"Summer events, Casual outings",berrylush,women green solid belted detail jumpsuit,,,sleeveless,shoulder straps,,zip,,,,,green hue classic solid pattern shoulder straps sleeveless polyester machine wash
107096,women,playsuit,polyester,purple,"Summer events, Casual outings",berrylush,women charming purple solid spaghetti straps jumpsuit,,,sleeveless,shoulder straps,,concealed zip,,,,,charming purple hue classic solid pattern shoulder straps sleeveless polyester machine wash
107097,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,women charming red printed vacay attire,,,sleeveless,halter neck,,,,,,,charming red tone attractive printed pattern halter neck sleeveless polyester machine wash
107098,women,playsuit,polyester,,"Summer events, Casual outings",berrylush,women classic peach printed playsuit,,,short sleeves,vneck,,,,,,,classic peach tone printed pattern vneck short sleeves polyester machine wash
107099,women,playsuit,cotton,red,"Summer events, Casual outings",berrylush,women classic red checked ruffled jumpsuit,,,short sleeves,square neck,,,,,,,classic red tone checked pattern square neck short sleeves cotton machine wash
107100,women,playsuit,polyester,black,"Summer events, Casual outings",berrylush,women deep black selfdesign playsuit,,,long sleeves,vneck,,,,,,,deep black shade selfdesign print vneck long sleeves polyester machine wash
107101,women,playsuit,polyester,blue,"Summer events, Casual outings",berrylush,women deep blue printed playsuit,,,long sleeves,sweetheart neck,,concealed zip,,,,,deep blue shade attractive printed pattern sweetheart neck long sleeves polyester machine wash
107102,women,playsuit,polyester,pink,"Summer events, Casual outings",berrylush,women floral printed vneck playsuit,,,short sleeves,vneck,,,,,,,pink printed playsuit waist tieups has vneck short sleeves pockets
107103,women,playsuit,polyester,,"Summer events, Casual outings",berrylush,women fuchsia solid spaghetti straps jumpsuit,,,sleeveless,shoulder straps,,concealed zip,,,,,fuchsia tone solid pattern shoulder straps sleeveless polyester machine wash
107104,women,playsuit,polyester,green,"Summer events, Casual outings",berrylush,women green  yellow tropical print playsuit,,,sleeveless,shoulder straps,,,,,,,green black yellow tropical print playsuit gathers waistband has shoulder straps sleeveless
107105,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,women layered mini playsuit,,,sleeveless,shoulder straps,,,,,,,red solid playsuit layered has shoulder straps sleeveless
107106,women,playsuit,polyester,white,"Summer events, Casual outings",berrylush,women lovely white solid noughties spaghetti jumpsuit,,,sleeveless,shoulder straps,,concealed zip,,,,,lovely white tone solid pattern shoulder straps sleeveless polyester machine wash
107107,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,women multicoloured printed vacay attire,,,sleeveless,strapless,,,,,,,multicoloured shade printed pattern strapless sleeveless polyester machine wash
107108,women,playsuit,polyester,green,"Summer events, Casual outings",berrylush,women one shoulder playsuit,,,long sleeves,one shoulder,,concealed zip,,,,,green solid playsuit has one shoulder long sleeves na pockets
107109,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,women one shoulder with layered jumpsuit,,,sleeveless,one shoulder,,zip,,,,,black solid playsuit layered has one shoulder sleeveless zip clouser
107110,women,playsuit,polyester,pink,"Summer events, Casual outings",berrylush,women pink floral spaghetti straps playsuit,,,sleeveless,shoulder straps,,,,,,,pink colour floral print shoulder straps sleeveless polyester machine wash
107111,women,playsuit,polyester,green,"Summer events, Casual outings",berrylush,women printed playsuit,,,sleeveless,halter neck,,,,,,,green white printed playsuit has halter neck sleeveless na pockets
107112,women,playsuit,polyester,green,"Summer events, Casual outings",berrylush,women printed strapless jumpsuit,,,sleeveless,strapless,,,,,,,green white printed playsuit has shoulder straps sleeveless
107113,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,women red  green floral print playsuit,,,sleeveless,shoulder straps,,,,,,,red white green floral print playsuit gathers waistband has shoulder straps sleeveless
107114,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,women shoulder straps playsuit jumpsuit,,,sleeveless,shoulder straps,,,,,,,red solid playsuit has shoulder straps sleeveless na pockets
107115,women,playsuit,polyester,red,"Summer events, Casual outings",berrylush,women solid layered shoulder straps mini jumpsuit,,,sleeveless,shoulder straps,,,,,,,black solid playsuit layered has shoulder straps sleeveless na pockets
107116,women,playsuit,polyester,black,"Summer events, Casual outings",berrylush,women solid strapless mini jumpsuit,,,sleeveless,strapless,,,,,,,black solid playsuit waist tieups has strapless sleeveless na pockets
107117,women,playsuit,polyester,blue,"Summer events, Casual outings",berrylush,women strapless floral printed playsuit,,,sleeveless,strapless,,,,,,,blue floral printed playsuit has strapless sleeveless
107118,women,playsuit,polyester,black,"Summer events, Casual outings",berrylush,women stunning black solid vacay attire,,,long sleeves,one shoulder,,concealed zip,,,,,stunning black colour classic solid pattern oneshoulder long sleeves polyester machine wash
107119,women,playsuit,polyester,black,"Summer events, Casual outings",berrylush,women stunning black printed playsuit,,,sleeveless,shoulder straps,,,,,,,stunning black shade attractive printed pattern shoulder straps sleeveless polyester machine wash
107120,women,playsuit,polyester,blue,"Summer events, Casual outings",berrylush,women stunning blue printed playsuit,,,sleeveless,halter neck,,,,,,,stunning blue colour printed pattern halter neck sleeveless polyester machine wash
107121,women,playsuit,polyester,white,"Summer events, Casual outings",berrylush,women stunning white printed playsuit,,,long sleeves,sweetheart neck,,concealed zip,,,,,stunning white colour attractive printed pattern sweetheart neck long sleeves polyester machine wash
107122,women,playsuit,cotton,white,"Summer events, Casual outings",berrylush,women vneck self design cotton playsuit,,,,vneck,,,,,,,white self design playsuit has vneck short sleeves
107123,women,playsuit,viscose,red,"Summer events, Casual outings",glitchez,abstract print tieup neck playsuit,,,,vneck,,button,,,,,this playsuit is soft structure major personality gathered neckline little vintage little flirt tieup detail you decide extra you want be color offwhite grey neckline tieup sleeve styling puff closure button
107124,women,playsuit,polyester,black,"Summer events, Casual outings",glitchez,print seersucker relaxed fit playsuit with belted detail,,,,shirt collar,,button,,,,,turn heads this season artistic faces print seersucker playsuit cinched perfection belted detaileffortlessly chic playful summerready color white black neckline shirt collar sleeve styling short regular closure button pocket type pockets
107125,women,playsuit,cotton,brown,"Summer events, Casual outings",glitchez,twill weave slim fit zipup playsuit,,,,shirt collar,,zip,,,,,effortlessly chic daringly sleek twill weave slim fit zipup playsuit is your goto bold confidencewhere comfort meets runwayready edge one statementmaking piece color brown neckline shirt collar sleeve styling short regular closure zip pocket type
107126,women,playsuit,polyester,red,"Summer events, Casual outings",glitchez,belted bow seersucker playsuit,,,short sleeves,vneck,,,,,,,this playsuit combines feminine flair tailored silhouette featuring cute bow detail flattering belted waist made breathable seersucker fabric its perfect stylish comfortable look warm weather color mustard yellow neckline vneck sleeve styling short puff length mini
107127,women,playsuit,polyester,blue,"Summer events, Casual outings",glitchez,seersucker belted playsuit,,,short sleeves,vneck,,,,,,,butterfly bae seersucker belted playsuit brings whimsical charm your wardrobe its playful butterfly print flattering belted waist crafted lightweight seersucker fabric its perfect piece breezy stylish look color blue neckline vneck sleeve styling short puff length mini
107128,women,playsuit,polyester,blue,"Summer events, Casual outings",glitchez,belted bow seersucker printed playsuit,,,short sleeves,vneck,,,,,,,printed playsuit offers perfect blend of playful charm chic style its flattering belted waist adorable bow detail made lightweight seersucker fabric this printed playsuit is perfect warmweather adventures color white blue neckline vneck sleeve styling short puff length mini
107129,women,playsuit,cotton,blue,"Summer events, Casual outings",glitchez,chambray sqaure neck cutout detail playsuit,,,short sleeves,square neck,,zip,,,,,its laidback chambray material flattering cutout accents this playsuit strikes perfect balance comfort style i color blue neckline sqaure sleeve styling puff short closure zip
107130,women,playsuit,polyester,green,"Summer events, Casual outings",glitchez,checked shirt style playsuit,,,,shirt collar,,button,,,,,every piece embodies bold individuality perfect expressing loudest confident version of yourself color beige white green neckline spread collar sleeve styling sleeveless pocket type flap closure button
